Id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,targets
0,4.535471660258864,9.156844246497483,6.274497299192992,4.946173617667596,4.336062749137799,0.5774107886737345,7.1167670983453855,5.859257369407782,8.730461044986807,1.4053463050355064,3.410548188563458,7.110659120058296,0.1962878284908931,5.06685039194669,0.7533603015214374,9.69495861316308,44.75068248257341
1,4.126769091313312,3.607558254004064,2.557294886588423,4.344334227875821,5.59324403318027,4.383773690480775,1.3263695899281602,4.442900125226734,3.1295409607832694,4.204560150414485,5.92762933388558,1.0574046950482907,1.9160463572195876,4.084995315456071,4.439618082236976,4.840379100583867,23.081953723012212
2,5.971509422526541,4.907241272957162,0.9263043045096953,1.7543720387861017,5.298212688670132,5.653777068634327,7.715925936810949,4.265639121754795,8.04056415757153,4.4533432197888825,0.2804773055244469,0.4345434682502969,2.697494319670144,2.235147034856696,1.3519351219641706,9.07647347712209,30.12697115009574
3,1.0980255997856223,0.8730059246280208,6.401806148845603,7.055085037758197,3.104975145320972,1.249113544165238,4.670153213270208,4.326117645088506,2.446700258315321,4.74932056590406,6.360391306385473,0.7995637886978069,8.829379677451394,1.3442850302961018,9.222372128012209,4.411194293290639,31.936847680380133
4,9.360669995541755,9.787812742066748,2.531057559681271,1.5651219726698251,3.092335172599532,1.124976533034927,8.983347774677314,8.086820851956782,7.5267427464968915,5.009929305793353,1.4505106627488362,1.1804167470117288,3.688603990503778,4.623246316635727,2.726706308835797,8.63541504802389,41.409349037950086
5,4.848557649865679,6.547488407009409,5.5556955719748125,0.1822042818750424,7.13427543176452,8.363568748890273,4.451532756614079,5.029386666368996,8.910064772965951,0.5966924240852445,6.746996372000156,7.904206466842192,0.5426102158224355,2.998814912277536,6.059019416277297,0.8487465876635214,41.29423779411456
6,4.092920686852441,8.628343220098373,2.821262976246269,7.100833419595327,6.76088531775267,3.251131742164902,9.85530229880929,9.908307580001791,7.012413888739367,3.48772640893356,8.686186025965956,5.586906066812791,0.4840541376613672,8.950128088320199,2.0153575276946043,3.1220113746512546,51.91151985725529
7,2.2976944929524743,7.501311929735791,7.316470894362804,1.8284214751788816,8.292597624704511,8.82632076500179,8.073794902617092,0.5014208551563704,1.7434272021001906,3.6140649669279754,5.498101995475859,6.577166332882088,0.9286374767189098,3.833746886052504,3.799110969926272,1.6184189705730034,37.697696940783366
8,9.8131450084059,2.327258581849626,2.787947533756847,0.465347581324177,5.112378004068734,3.570421200088878,4.318487710792245,8.84927121893423,6.949602823886767,7.793662900870888,5.702614640728514,7.008798847859405,5.012776684184386,0.4664021023100773,0.7645091649703251,0.6687097667251407,38.332083056063986
9,4.964878052135882,9.681024400096115,0.662692727528299,6.937701763444136,8.923430476827228,8.927914224280208,8.290957874851406,2.0928874960382373,4.460815738709984,3.56274583248147,6.740908111884237,0.2438394035698377,8.575727186046553,7.187972059496434,1.1283602495730527,1.8361891488974305,40.69218413785994
